sentence1,sentence2,score,tfidf_score,bert_score,hybrid_score
the man is playing the drums,a man is playing drums,1.0,0.5797386715376657,0.97001225,0.8529301449526632
a man dives into a pool,a man is diving into a pool,1.0,0.5101490193104814,0.96721995,0.8300986341683886
a woman is cutting a leak,a woman is slicing a leek,0.8,0.3360969272762575,0.43078202,0.4023764862868201
a little boy is playing a guitar,a boy is playing guitar,0.9199999999999999,0.8181802073667197,0.88064265,0.8619038951262756
a woman is dancing,the man is dancing,0.52,0.4112070550676187,0.52591145,0.49150013179051877
women are talking,the men are talking,0.52,0.4112070550676187,0.50015193,0.4734684750484228
a girl is putting gel in her hair,a woman is putting gel on her hair,0.52,0.5586177528223195,0.8365983,0.7532041198110818
a kid is playing guitar,a man is playing a guitar,0.44000000000000006,0.6029748160380572,0.6484796,0.6348281573873297
a group of people are marching in place,a group of people are dancing in concert,0.33999999999999997,0.5586177528223195,0.4809156,0.5042262500620126
the woman is shooting a machine gun,the man is shooting a gun,0.4,0.5803329846765686,0.5585684,0.5650977820606854
a man played the piano,a man plays a piano,0.8,0.4112070550676187,0.96271443,0.7972621843265295
a woman is slicing an onion,someone is slicing a onion,0.65,0.5101490193104813,0.8930763,0.7781981281487962
a man is slicing a cucumber,a man is cutting cucumbers,0.9,0.3360969272762575,0.85568225,0.6998066439482581
a girl is eating a cupcake,a woman is eating a cupcake,0.52,0.6029748160380572,0.79612964,0.7381831776719824
a woman is cutting an onion,a man is chopping an onion,0.4,0.43161341897075156,0.72581387,0.6375537197334313
the man is playing a guitar,a baby is playing a guitar,0.36,0.5101490193104813,0.5878746,0.5645569018571397
a man is playing the guitar,a man is playing the drums,0.31120000000000003,0.6694188517266485,0.46409106,0.5256893873791091
two little girls talk on the telephone,two girls talk on the phone,0.9,0.6327904583679949,0.89538133,0.8166040576001201
a man is chopping a log with an axe,a man is chopping a tree trunk with an axe,0.8,0.6735205045780813,0.80134493,0.7629976091218375
a person is cutting a capsicum into pieces,a person is slicing a garlic into pieces,0.32,0.5031026124151314,0.6140045,0.5807339167354036
a man is talking with a woman,a woman is walking with a dog,0.1,0.43161341897075156,0.21859011,0.2824971060497307
the man is walking,a man is talking,0.27999999999999997,0.4112070550676187,0.39912575,0.4027501270221472
someone is pouring oil into a skillet,someone is pouring milk into a blender,0.32,0.5031026124151314,0.44422898,0.4618910765407015
a small kitten is playing a ball,a kitten is playing with a ball,0.8800000000000001,0.6694188517266485,0.91483617,0.8412109852413527
a man is playing a guitar,a woman is playing a flute,0.36,0.3360969272762575,0.31137508,0.31879162631958835
a girl is playing a violin,a girl is playing a flute,0.52,0.6029748160380571,0.6435874,0.6314036321264043
a man is playing two pianos,a cat is playing a piano,0.32,0.2912194185636897,0.46452117,0.41253065029330427
a man is exercising,a girl is exercising,0.6,0.5031026124151314,0.45196193,0.46730413196062337
a person is slicing a scallop,a person is slicing octopus,0.4,0.6029748160380571,0.71342933,0.6802929710965886
a man and a woman are riding on their bicycles,a man and woman are riding a motorcycle,0.4,0.5727393584196199,0.7137604,0.6714540766699442
two men are fighting in a cow pasture,two men are fighting in a cattle pen,0.8,0.5586177528223196,0.7709049,0.7072187191343546
a woman is adding oil to a pan,a man is pouring oil into a pan,0.6,0.3360969272762574,0.6921792,0.5853545203062903
a girl makes up her bed,a young girl makes her bed,0.8800000000000001,0.6694188517266485,0.8866626,0.8214894772152297
the cat played with a watermelon,a cat is playing with a watermelon,0.96,0.43161341897075156,0.96232843,0.8031139056427026
a girl jumps on a car,a girl is jumping onto a car,0.96,0.2912194185636897,0.93738073,0.7435323194617766
a man is praying,a man is running,0.1454,0.5031026124151314,0.30126944,0.36181939301466237
a car is parking,a cat is playing,0.0,0.20199309249791836,0.09498004,0.12708395111582677
a man is running,a man is dancing,0.25,0.5031026124151314,0.38298875,0.41902290937875997
a man is singing,a man is dancing,0.1,0.5031026124151314,0.4362808,0.45632734057878743
a man is carrying another man over his shoulder,a man is carrying someone on his shoulder,0.65,0.580133027144287,0.87948227,0.7896775085651916
a woman is peeling a potato,a woman is slicing a tomato,0.2666,0.3360969272762575,0.5554302,0.48963020585507266
a woman is cutting a tomato,a woman is slicing a potato,0.2,0.3360969272762575,0.61155677,0.5289188160750281
someone is peeling a potato,someone is slicing a tomato,0.27999999999999997,0.3360969272762575,0.5261123,0.46910770081013553
a woman is peeling a potato,a woman is slicing a tomato,0.2666,0.3360969272762575,0.5554302,0.48963020585507266
two robots kiss,two robots are kissing,1.0,0.4112070550676187,0.9454016,0.7851432487415075
two boys on a couch are playing video games,two boys are playing a video game,0.8,0.5727393584196199,0.852836,0.7688070284350046
a woman is squeezing a lemon,a woman is squeezing juice out of a lemon,0.8800000000000001,0.6348087971775132,0.908104,0.8261154468467353
a woman is slicing an onion,a man is slicing a tomato,0.24,0.2912194185636897,0.5248767,0.4547795251960295
a woman is slicing a carrot,a man is slicing a tomato,0.24,0.3360969272762575,0.55779254,0.4912838473173987
a girl is styling her hair,a girl is filing her nails,0.25,0.43161341897075156,0.48717618,0.47050735161133045
a man walking down the stairs,a man walks down a staircase,1.0,0.2912194185636897,0.94675046,0.7500911549682158
two people are riding a motorcycle,two people are riding a bike,0.4,0.6694188517266485,0.7630759,0.7349787593464248
a man is playing a guitar,a woman is playing an electric guitar,0.44000000000000006,0.45017550232698983,0.59621763,0.5524049992641522
a man is playing a guitar and singing,a man is playing a guitar,0.64,0.7092972666062738,0.81076074,0.7803216597449132
a man is walking in the rain,a man and woman is walking in the grand,0.3,0.5727393584196199,0.2556877,0.3508032011015543
a kangaroo is eating,kangaroo eating,0.95,0.7092972666062739,0.92863584,0.8628342768561192
a man is fishing,a man is exercising,0.1,0.5031026124151314,0.31976327,0.3747650748250414
a woman is swimming,a man is singing,0.0134,0.20199309249791836,-0.066417575,0.014105626821736494
a woman is eating,a animal is eating,0.32,0.5031026124151314,0.5709504,0.5505960499999453
a boy and a girl is dancing in the rain,a man and woman is dancing in the rain,0.52,0.6029748160380572,0.80951476,0.7475527894120947
a man is driving a car,a man drives a car,0.975,0.4112070550676187,0.940601,0.7817827984737158
a woman is grating onion,a woman grates onions,1.0,0.1707761131901165,0.90581816,0.685305554961521
two roosters are fighting,two men are fighting,0.4,0.6029748160380572,0.59336126,0.5962453257661596
a man is riding a horse,a man is driving a car,0.27999999999999997,0.3360969272762575,0.30243212,0.3125315590950858
a man is riding a horse,a man is driving a car,0.27999999999999997,0.3360969272762575,0.30243212,0.3125315590950858
a man is shooting a gun,a man is slicing a bun,0.16,0.3360969272762575,0.20977399,0.24767087243527286
a woman is cutting an onion,a woman is cutting meat,0.4,0.5101490193104813,0.590104,0.5661175004689714
the woman is slicing herbs,the man is slicing bread,0.32,0.43161341897075156,0.4052354,0.41314881846733326
a boy is playing the piano,a man is playing a piano,0.6,0.5101490193104813,0.72859657,0.6630622796266099
a baby elephant is eating,a baby elephant eats a sapling,0.7230000000000001,0.3360969272762575,0.8807447,0.7173503770682227
a woman is cracking eggs into a bowl,a woman is cracking eggs,0.8,0.7092972666062738,0.8906342,0.8362330815207311
a person is playing the keyboard,a boy is playing a keyboard,0.8,0.5101490193104813,0.7881732,0.7047659210412522
a boy whacks a man with a sword,a boy spanks a man with a plastic sword,0.6666000000000001,0.5803329846765686,0.7580713,0.7047497958393719
a person is slicing a carrot into pieces,a person is cutting an onion into pieces,0.3,0.45026814465562653,0.68167293,0.6122514770175222
a man sliced through a bunch of water bottles with a knife,a man is slicing a line of water bottles with a knife,0.8800000000000001,0.5031026124151314,0.8905518,0.7743170475718905
a man is writing in a book,a man is writing on a paper,0.575,0.43161341897075156,0.7138995,0.6292136590225244
a woman is slicing a garlic,a woman is slicing a big pepper,0.44000000000000006,0.5101490193104813,0.7257303,0.6610559276788255
a person is making a bed,a person is eating at a table,0.04,0.2912194185636897,0.25435734,0.2654159561748045
a man is playing keyboard,a man is playing guitar,0.36,0.6029748160380571,0.47836864,0.5157504748922124
a man is playing a violin,a man is playing a harp,0.32,0.6029748160380571,0.57281137,0.5818604004007115
the woman is smoking,the man is walking,0.04,0.3360969272762575,-0.105856106,0.026729805693329514
the man erased what the other man had on the board,the man erased the work on the board,0.6,0.7726096588104405,0.833158,0.8149934851446581
a man is riding a motorcycle,a man is riding a motorcycle through a town,0.7,0.7092972666062738,0.7832701,0.7610782405745335
a man is riding a motorcycle on the highway,a man is riding a motorcycle,0.7,0.6348087971775132,0.80785763,0.7559429581573127
a woman is slicing up some meat,a woman is slicing some onions,0.4,0.5803329846765686,0.69826406,0.6628847450466778
a woman cuts up broccoli,a woman is cutting broccoli,1.0,0.3360969272762575,0.9291053,0.751202775463761
a man is playing a piano,a woman is peeling a potato,0.0,0.14438355527738675,0.074071884,0.09516538549190742
someone is slicing a tomato,someone is slicing fruit,0.64,0.6029748160380571,0.79933476,0.7404267561059727
a woman is dancing in a cage,a woman is dancing,0.65,0.6569729210330907,0.70534384,0.6908325541434843
a woman is swimming,a man is spitting,0.0,0.20199309249791836,-0.03922835,0.033138082802514235
a man is running,a man is mooing,0.2,0.5031026124151314,0.42233795,0.4465673482177187
the man is playing the guitar,the man played his guitar,0.7333999999999999,0.4809731079601445,0.8975905,0.7726052949864626
a cat stares into the camera,a cat addresses the camera,0.6,0.5101490193104813,0.8366772,0.7387187532632371
the baby is laughing and crawling,a baby is laughing and crawling on the floor,0.8400000000000001,0.7765145304745156,0.89150476,0.8570076585693871
a woman is shooting a gun,a woman shoots a shotgun,0.8182,0.1707761131901165,0.8318093,0.6334993434899634
a woman is dancing in the rain,a woman is dancing in railway station,0.4,0.5031026124151314,0.44827372,0.4647223865744997
a woman is dancing,a woman is exercising,0.2,0.5031026124151314,0.5569436,0.5407912945506502
a kid is playing an instrument,a young boy is playing a wind instrument,0.76,0.38087260847594373,0.7659856,0.6504516962924779
someone slices a bottle with a sword,a man breaks a bottle with a sword,0.8,0.43161341897075156,0.77234,0.6701219956619286
a woman is cutting an apple,a woman is cutting potato,0.36,0.5101490193104813,0.6687599,0.6211766056268235
the man is peeling an apple,a man peels an apple,1.0,0.4501755023269897,0.9522209,0.8016072805008008
the man is playing the guitar,the man is playing with a skull,0.2,0.5918927626373602,0.35688064,0.4273842762876222
an animal is walking on the ground,a solenodon is walking along the ground,0.6,0.45026814465562653,0.59618044,0.5524067447329764
a little girl is playing a grand piano on stage,a little girl is playing the piano,0.52,0.5727393584196199,0.850145,0.7669232832415231
a group of people dancing,a group of men are dancing,0.6799999999999999,0.5101490193104813,0.7984452,0.7119563273637315
a man plays a guitar,a woman is playing guitar,0.4,0.1707761131901165,0.62714803,0.4902364505284613
a cat swings on a ceiling fan,a cat is spun around by a ceiling fan,0.8400000000000001,0.3446421410380548,0.84219265,0.6929274614375456
a woman is playing the flute,a girl is playing a flute,0.76,0.5101490193104813,0.81068087,0.720521276399376
the woman is dicing onions,a woman is cutting an onion,0.8800000000000001,0.25233420143369617,0.8006309,0.6361418736274355
a monkey is brushing a bull dog,a monkey brushes a dog,0.8400000000000001,0.35630042933313816,0.88193,0.7242411243405603
a woman is slicing a onion,a woman is cutting a potato,0.24,0.3360969272762575,0.653233,0.5580921604487311
a man is playing the piano,a woman is playing a guitar,0.24,0.2912194185636897,0.19728309,0.22546399096198258
a woman is washing her hands,a woman is straightening her hair,0.16,0.43161341897075156,0.2680509,0.31711965606041187
a woman fires a shotgun,a woman is shooting a gun,0.64,0.1707761131901165,0.757583,0.5815409613602942
a man is eating a bowl of cereal,the man is eating cereal,0.8,0.5803329846765686,0.9352387,0.8287669748516705
a woman is bathing into bathtub,a woman is taking a bath,0.8800000000000001,0.2912194185636897,0.8008405,0.6479541854018706
a motorcyclist crashes on his motorcycle,a person crashes on a motorcycle,0.8400000000000001,0.5101490193104813,0.8868942,0.7738706521241685
a man is dangling a mouse near a snake,a man is feeding a mice to a snake,0.64,0.3360969272762574,0.6329229,0.5438750817629706
a man and a woman are walking in the woods,a man and woman are walking through the jungle,0.6799999999999999,0.6029748160380572,0.7240503,0.6877276074510351
a person pours some rice pudding into a bowl,the lady poured the rice pudding into a bowl,0.8,0.31888272749308855,0.8085933,0.6616801213828448
a man stares out a window,a man looks out the window,0.96,0.5101490193104814,0.91167384,0.7912163786141894
a woman is firing a rifle,a woman is cutting a lemon,0.04,0.3360969272762575,0.18827704,0.23262299440831058
a man is eating a banana,someone is peeling a banana,0.36,0.3360969272762575,0.60243356,0.522532565817536
the men are performing on stage,the comedic mimes performed on stage,0.52,0.3360969272762574,0.37910128,0.36619995377987735
a cartoon woman dives into a pool,a cartoon woman is diving off a board,0.5599999999999999,0.22576484600261612,0.7553952,0.5965060398565405
the lady put the baby int a trashcan,a woman puts a baby in a trash can,1.0,0.07397129483465995,0.7809889,0.5688835810048719
someone is frying meat,someone is playing paino,0.05,0.3360969272762575,0.20735925,0.24598055921524875
a man is rapidly chopping some mushrooms using a knife,a person is quickly chopping mushrooms with a knife,0.75,0.368023208756115,0.88422656,0.7293655550416904
a woman is adding ingredients to a bowl,a woman is cracking three eggs into a bowl,0.35,0.30412574187549346,0.5898905,0.5041610585917008
a skateboarder does tricks on a halfpipe,a man skateboards on a half pipe,0.7,0.11234277891542778,0.7237231,0.5403089952690192
a man is speaking on a stage,a man is speaking at a podium,0.6799999999999999,0.43161341897075156,0.6967217,0.6171891967994714
a man is playing a guitar,a man in a hat is playing a harp,0.27999999999999997,0.4501755023269897,0.5442293,0.5160131747802807
a man is playing on his keyboard,a man is playing a guitar,0.27999999999999997,0.4501755023269897,0.45723674,0.4551183576664044
a person is cutting a potato,a person is slicing a shallot,0.2,0.3360969272762575,0.48125383,0.43770675204724185
a man is dancing on the ceiling of a room,a man is dancing upsidedown on the ceiling,0.9199999999999999,0.6735205045780813,0.79428923,0.7580585894418143
two men are dancing,two women are shopping,0.08,0.3360969272762575,0.03589934,0.12595861621230953
someone is seasoning eggs,someone is seasoning two raw eggs in a bowl,0.72,0.5797386715376658,0.7418199,0.6931955382098044
a man is swinging in a rope,a gibbon is swinging in the trees,0.25,0.38087260847594373,0.44356722,0.4247588280597509
a man is cutting tomatoes,a woman is cutting broccoli,0.3,0.3360969272762575,0.461784,0.4240778817984473
a woman is boiling shrimp,a woman is combing her hair,0.2,0.2912194185636897,0.1835104,0.21582310358233628
a man cuts a potato,a man is slicing a potato,0.75,0.4112070550676187,0.8806018,0.739783398811698
a man is dancing on the road,a man is dancing,0.65,0.5797386715376657,0.7714139,0.7139113113154256
the deer jumped over the fence,a deer jumps over a cyclone fence,0.8,0.31710746658027106,0.8128182,0.6641050063734648
a girl dances in the rain,a woman is dancing in the rain,0.6,0.38087260847594373,0.82667494,0.692934251205045
a woman is writing a letter,a woman is sitting at a desk,0.33340000000000003,0.2912194185636897,0.35434052,0.3354041920060652
a gorilla is playing the drums,a monkey is playing drums,0.6666000000000001,0.5101490193104813,0.77795637,0.6976141385285874
a woman is riding on a horse,a woman is picking tomatoes,0.1,0.2912194185636897,0.1568236,0.19714234480805573
the boy cut the grass by the curb with scissors,a boy cuts grass with scissors,0.75,0.31089077468139725,0.8817965,0.7105247678620302
a man with glasses is talking,a man in a library is talking,0.65,0.43161341897075156,0.57674026,0.5332021991951013
a woman is cutting some flowers,a woman is cutting broccoli,0.2,0.5101490193104813,0.58527094,0.5627343706338426
a person is walking down a stone path,a man is walking down a sidewalk,0.7,0.38087260847594373,0.48866612,0.4563280705371679
a man plays the keyboard with his nose,the man is playing the piano with his nose,0.8800000000000001,0.5374158537043675,0.75539136,0.6899987195626958
a man is playing guitar,a cat is playing,0.08,0.4112070550676187,0.23955972,0.29105392843949796
a animal is eating,the animal is hopping,0.08,0.4112070550676187,0.50174266,0.4745819792197943
a man is lifting weights,a man is lifting a barbell,0.8400000000000001,0.6029748160380571,0.81556046,0.7517847787957921
a man is running with a bus,a man runs with a truck,0.5,0.2912194185636897,0.598897,0.5065936938876646
a man is climbing a rope,a man is sitting on a rock,0.05,0.2912194185636897,0.2558307,0.2664473102445143
a cat is playing the piano,a cat is licking its paw,0.05,0.25233420143369617,0.5412489,0.45457450273586447
a woman is dancing in the rain,a woman is adding oil to a dish,0.05,0.20199309249791841,0.21836692,0.21345476943276329
men are running a race,racers are running down a track,0.52,0.2912194185636897,0.6296538,0.5281234876269835
a man is cutting tomatoes into pieces,a woman is cutting potatoes,0.36,0.26055567105626243,0.41926616,0.37165299844746347
a man is playing a flute,a woman is applying eye liner,0.0,0.12735952979479354,-0.03153167,0.016135690871340397
a woman is cutting potatoes,a woman is slicing carrots,0.24,0.3360969272762575,0.6842662,0.5798154308649909
a chicken is pecking at a dead mouse,a rooster pecks at a dead mouse,0.72,0.38087260847594373,0.85095125,0.7099276546397985
the woman is thinly slicing a cucumber,the woman is slicing a tomato,0.24,0.5803329846765686,0.6521799,0.6306258172245648
a person is slicing a bread pieces,a man is slicing bread,0.64,0.5101490193104813,0.89739686,0.7812225274293443
a woman is cutting a squash,a woman is cutting big pepper,0.44000000000000006,0.5101490193104813,0.55376613,0.5406809798924943
a woman is adding oil on fishes,a woman is riding a horse,0.16,0.26055567105626243,0.4103495,0.3654113490581965
a woman is grating carrots,a woman is coating a pork chop,0.32,0.2912194185636897,0.3914173,0.3613579169864195
someone is cleaning a animal,a woman is cleaning a shrimp,0.5599999999999999,0.3360969272762575,0.5018398,0.4521169497820746
a man is talking on the phone,a man is talking,0.64,0.5797386715376657,0.7574549,0.704140023874172
a woman is smoking,a woman is making some food,0.16,0.35630042933313816,0.41530246,0.3976018297162317
a man laying down and shooting a gun,a man is laying on the ground shooting a rifle,0.76,0.2798280652432878,0.85859406,0.6849642257711065
a man is being put into an abulance,a man is pouring pasta onto a plate,0.0,0.18443191662261313,0.36088866,0.30795164291509813
a man is diving into a swimming pool,a man is singing into a microphone,0.13340000000000002,0.38087260847594373,0.3166311,0.335903561488706
a man is firing a shot gun,a man shoots a shotgun,1.0,0.1506401849870651,0.8011087,0.6059681699599256
a man playing the guitar,a man is playing a flute,0.36,0.3360969272762575,0.5320829,0.47328711889714115
a man is peeling potato,a man is playing a guitar,0.08,0.3360969272762575,0.20626006,0.24521110795468204
the woman is riding a horse,a man is riding a horse in an arena,0.4,0.3446421410380548,0.39228997,0.37799562173303203
an airplane moves along a runway,a plane is landing on a runway,0.5599999999999999,0.11234277891542777,0.7278352,0.5431874227745124
a woman is slipping in the watertub,a woman is lying in a raft,0.16,0.38087260847594373,0.40741903,0.3994551066318334
a man is mowing a lawn,a man is mixing,0.16,0.4112070550676187,0.19578354,0.2604105994151831
a woman is peeling a potato,a woman is hitting a man,0.15,0.3360969272762575,0.2254728,0.2586600317808997
a man is playing piano,a man is laying on the ground,0.15,0.26055567105626243,0.21465208,0.22842315626148932
a woman is doing ballet,a woman is riding on a horse,0.2,0.2912194185636897,0.31740996,0.30955279329962904
a woman is cutting an onion,a woman is rowing a boat,0.16,0.2912194185636897,0.15329185,0.19467012295670685
a woman is stirring rice in a pot,someone is putting rice in a pan,0.5538000000000001,0.3360969272762574,0.6121708,0.5293486549708258
a woman puts slabs of meat in a pan,a man puts pieces of meat into a plastic bag,0.48,0.2532094495161745,0.4571221,0.39594828416896977
the boy played his trumpet,a boy is playing the trumpet,0.8800000000000001,0.43161341897075156,0.94054925,0.7878684680206323
a person is riding a horse,a man is riding a motorcycle,0.36,0.3360969272762575,0.34199086,0.34022267006367557
a woman is slicing an onion,a woman is cutting a carrot,0.27999999999999997,0.2912194185636897,0.6229267,0.5234145120734709
a man is slicing vegetables,a woman is slicing a potato,0.45,0.3360969272762575,0.6265369,0.5394049122187506
a cat is playing,a woman is playing flute,0.05,0.4112070550676187,0.28074595,0.319884277884841
a man is riding a bicycle,a man is riding a bicycle around a parking lot,0.65,0.6348087971775132,0.71054065,0.6878210778644203
a band is performing on a stage,a band is playing and singing on a stage,0.9,0.5193879933129156,0.88663507,0.7764609077862026
the woman is slicing fish cake,the woman is riding a horse,0.16,0.38087260847594373,0.21367091,0.2638314131656469
a man is eating bread,a man is playing flute,0.16,0.3360969272762575,0.10821491,0.17657951109141223
a woman is cooking shrimp,a woman is dancing,0.16,0.4112070550676187,0.3704722,0.38269265741574765
a woman is dancing,a woman is slicing ginger,0.05,0.4112070550676187,0.21487147,0.27377214283216
a woman tosses a cat in the air and the cat hangs off a rod on the ceiling,a person throws a cat in the air and it grabs onto the ceiling,0.7,0.5141984347238064,0.7341299,0.6681504524866915
a big turtle is walking,the tortoise is walking,0.85,0.3360969272762575,0.5758434,0.5039194359633338
a man is burning a flag,a man is shooting a gun,0.1,0.3360969272762575,0.32295036,0.32689432643383853
the man is pushing the van,the woman is singing,0.0,0.3720557314537372,-0.08359403,0.05310089878387468
a man is eating wood,a man is adding oil to car,0.1,0.26055567105626243,0.19555408,0.2150545496941065
a dog is speaking to the camera,a dog is eating some water melon,0.12,0.20199309249791841,0.2697459,0.24942004817746086
a man is putting two paper towels on a paper plate,a man is putting papers on a dish,0.44000000000000006,0.33598136377577914,0.58004713,0.5068273886211065
a man and woman are walking,a man and woman walking hold each other,0.64,0.5193879933129156,0.81704986,0.7277512768200161
a man is cutting a rope with a sword,the man slced through a thick rope with a sword,0.8800000000000001,0.41120705506761873,0.7682941,0.661167971794486
the man is singing and playing the guitar,a man is playing a guitar,0.6,0.5023287782256718,0.76743567,0.6879036143179212
a man is cutting a paper,a person is tearing paper,0.5166000000000001,0.3360969272762575,0.641031,0.5495507850500952
a man is dancing,a rat is running,0.0,0.20199309249791836,0.14985913,0.16549931603691975
two boys are talking on the phone,a woman is talking on a telephone,0.36,0.20613696606828608,0.36288422,0.31586005220375607
a man is playing guitar,a woman is peeling a tuber,0.0,0.14438355527738675,0.010507114,0.050670046452194285
a woman is slicing an onion,a women slicing lemons,0.27999999999999997,0.1506401849870651,0.68577814,0.525236748250865
a woman is riding a horse,a man is running on rope,0.0,0.12735952979479354,-0.06805363,-0.009429681908625004
a man is playing soccer,a man is drawing some figures,0.08,0.2912194185636897,0.27442238,0.27946149269290144
a woman is peeling an orange,a man is playing a flute,0.0,0.12735952979479354,-0.03783282,0.011724885690671566
someone is cracking an egg open,a man is breaking an egg,0.6,0.38087260847594373,0.7467531,0.63698891438635
a man is cutting a snake to cook,a woman is cutting meat,0.4,0.26055567105626243,0.41266155,0.3670297939777827
a woman is scraping a carrot,a man is striking clay pots,0.0,0.12735952979479354,0.19654989,0.17579278363631404
a man and woman are bollywood dancing,a man an woman are dancing in the rain,0.33340000000000003,0.41120705506761873,0.53774023,0.4997802600311041
a woman is cutting flowers,a man is holding huge sunflowers,0.2,0.12735952979479354,0.17245543,0.15892665846989787
the man danced in the diner,the bomb exploded in the desert,0.0,0.4576241622696325,0.08002515,0.19330485240608467
american flag is waving,a american flag is blowing in the wind,0.8400000000000001,0.4073526042885674,0.75998724,0.6541968458350627
a lion is walking in an enclosed area,a lion is walking around,0.52,0.4073526042885674,0.87728554,0.7363056414779154
a woman is slicing a lemon,a man is showing a bread,0.05,0.14438355527738675,0.020167075,0.05743201877897961
a woman is playing the flute,a woman is slicing some tuna,0.08,0.25233420143369617,0.2487758,0.24984332147194083
the dog is barking at the toy,a dog is barking at an electronic toy duck,0.7,0.4211358913281959,0.7333429,0.6396807637363494
a woman is adding an egg and stirring,a woman is mixing an egg in a bowl,0.7,0.40298220897396103,0.8264475,0.6994078677436104
a woman covers a piece of meat with flour,a woman is seasoning a piece of meat,0.6,0.45026814465562653,0.67961335,0.6108097896720175
a white cat perched on a small wooden cabinet is looking outside the window,a cat perched on a table looks out the window,0.6799999999999999,0.34861427265775863,0.77712584,0.6485723308276315
a man does floor exercises,a man is exercising,0.72,0.1707761131901165,0.72928405,0.561731655692417
a man is slicing a potatoe,a man is peeling a banana,0.2,0.3360969272762575,0.46236938,0.4244876339289557
someone is playing piano,a person is playing a keyboard piano,0.72,0.5101490193104814,0.9006321,0.7834871463029406
the woman is putting makeup on the man,a woman is painting the face of a man,0.5599999999999999,0.44141890396079014,0.5978947,0.550951963035466
the woman droppped eggplant into the pan,a woman puts chopped eggplant into a skillet,0.8,0.2605556710562623,0.80382323,0.6408429522514796
a man plays a trumpet,a man is playing a musical instrument,0.6799999999999999,0.1506401849870651,0.67993975,0.5211498663748731
a woman is slicing a lemon,a woman in a kitchen peels a lemon,0.5334,0.2912194185636897,0.7350913,0.6019297436828154
a tiger trys to climb the wall,a lion is trying to climb up over a wall,0.6,0.2798280652432878,0.72259605,0.5897656540891302
a man is preparing a hanging rope,a man is tying a noose,0.9334,0.2912194185636897,0.5232335,0.4536292449588316
a woman dances on a stage,a woman is dancing,0.64,0.1707761131901165,0.7967928,0.6089877677911109
the girl is riding the horse,the girl is spraying the plants with water,0.04,0.5101490193104813,0.2906264,0.35648318152117936
a person is frying,a person is peeling a potato,0.24,0.4112070550676187,0.40986747,0.4102693423675299
a man is shooting a pistol,a woman is chopping garlic,0.16,0.14438355527738675,-0.015773484,0.03227362744486315
a woman is swinging her arms,a woman is slicing an onion,0.16,0.25233420143369617,0.12982418,0.16657718244148428
a man is walking outside,a man is dancing,0.15,0.4112070550676187,0.42772597,0.42277028412091733
a man dries his hands,a woman fixes her hair,0.05,0.0,0.14981577,0.10487103462219238
a soccer player is kicking the soccer ball into the goal from a long way down the field,a soccer player kicks the ball into the goal,0.65,0.6523857821698391,0.81323516,0.7649803253911556
a girl is playing the piano,a little girl is playing a grand piano on stage,0.6666000000000001,0.474330706497194,0.78969866,0.6950882444084172
a man is drawing some figures,a man is drawing on a digital dry erase board,0.6666000000000001,0.31710746658027106,0.570793,0.4946873270636199
the monkey is hanging from the trees,the monkey swung from branch to branch,0.4,0.3005524580213562,0.5737026,0.49175754501024294
some children are jumping on trampoline,two boy are playing on a trampoline,0.6,0.3360969272762574,0.71385753,0.6005293562266242
a woman with a knife is slicing a pepper,a women slicing green pepper,0.8,0.26055567105626243,0.8441756,0.6690895934105372
a man is adding oil to car,a man is putting antifreeze into a car,0.4,0.3360969272762574,0.5199228,0.4647750391814124
a man is slicing a carrot by a machine,a man is climbing a rope,0.08,0.26055567105626243,0.25257066,0.25496616256241555
a boy played a keyboard,a person is playing a piano keyboard,0.64,0.1506401849870651,0.64133936,0.49412959078206925
a cat is playing with an antenna,a boy is playing in the mud,0.08,0.20199309249791841,0.08248581,0.1183379939498703
a woman is slicing pumpkin,a person is slicing cantaloupe,0.4,0.3360969272762575,0.54788184,0.48434637330502384
the people threw the dummy over the cliff edge,some people are throwing a dummy off a cliff,0.9,0.1758302086833494,0.84895384,0.647016728944879
a gun is being fired,a potato is being peeled,0.1,0.3360969272762575,0.053240914,0.13809771679371707
a woman is cutting a plastic sheet,a woman is playing a guitar on streets,0.1,0.22576484600261612,0.26597503,0.2539119676338308
a woman cuts a pineapple,a woman is slicing a pineapple into pieces,0.8,0.3187840217537793,0.8352395,0.6803028891738389
a woman is adding spices on a meat,a woman adds ingredients to beef,0.75,0.10163066979112656,0.7652006,0.5661296194668485
a person is adding oil in the pan,the cook pouring oil into the pan,0.85,0.35081078411266137,0.7925727,0.6600441032681612
a cook seasons some dough,a man is seasoning some dough in a pan,0.75,0.23790309463326237,0.6985995,0.5603905905317786
a boy is running on a beach,two boys are playing in the beach,0.55,0.09349477497536716,0.58816934,0.4397669500344955
a baby monkey scratches itself,the monkey scratched his tummy,0.65,0.12735952979479354,0.7504469,0.5635206998770061
a boy is riding a bike on a gate,a woman is riding a horse,0.16,0.26055567105626243,0.084533334,0.13734003570680373
a man is doing a card trick,a man is squeezing water,0.05,0.2912194185636897,0.2293897,0.24793860772795853
a man is playing the piano,someone is playing guitar,0.15,0.2912194185636897,0.2919166,0.29170744577593977
a man is mowing grass,a guy is mowing the lawn,0.96,0.2912194185636897,0.88806254,0.7090096072310942
a person is mixing water and flour,a person is hitchhiking on a road,0.16,0.22576484600261612,0.19986732,0.20763657545911002
